country	industry	score	a_weighted_rating	a_visibility	a_spread	a_volume	a_time	a_length	a_score
GB	financial-services-banks	0.172178650431525	0.405877710033827	0.0	0.3	0.0375	0.071428571428571	0.666666666666667	0.172178650431525
US	health-care-senior-care	0.563992269941399	0.736890009240541	0.0	0.402631578947369	0.35	0.428571428571429	0.642857142857143	0.563992269941399
US	financial-services-financial-services-other	0.206366790233502	0.440897005812154	0.0	0.88	0.0375	0.142857142857143	0.333333333333333	0.206366790233502
US	automotive-rental	0.171052050199242	0.274193503924407	0.0	0.88	0.022	0.142857142857143	0.333333333333333	0.171052050199242
US	restaurants-fast-food	0.374082206174112	0.190009837602637	0.0	0.545294117647059	0.51	0.696428571428571	0.520547945205479	0.374082206174112
US	restaurants-fast-food	0.115871031746032	0.0	0.0	0.3	0.016666666666667	0.071428571428571	0.6	0.115871031746032
US	entertainment-live-performance-&-sports	0.479162821536914	0.38040418437951	0.0	0.377272727272727	0.605	0.928571428571429	0.16403785488959	0.479162821536914
US	restaurants-fast-food	0.129711396793120	0.292453352275645	0.0	0.3	0.006666666666667	0.0	0.0	0.129711396793120
US	health-care-physicians	0.140632035045785	0.404371584699453	0.0	0.23826	0.0075	0.142857142857143	0.0	0.140632035045785
US	default-default	0.380490643113680	0.242274393137734	0.0	0.88	0.2	0.571428571428571	0.583333333333333	0.380490643113680
US	retail-supermarkets	0.439979129898358	0.419744110814316	0.0	0.714285714285714	0.233333333333333	0.452380952380952	0.379310344827586	0.439979129898358
US	health-care-physicians	0.573067258768345	0.847700203884426	0.0	0.289585289870631	0.165	0.75	0.181818181818182	0.573067258768345
US	health-care-physicians	0.301980357142857	1.0	0.0	0.4	0.0375	0.142857142857143	0.333333333333333	0.301980357142857
US	automotive-dealer	0.204135417084052	0.885800064454457	0.0	0.63	0.010909090909091	0.069264069264069	0.142857142857143	0.204135417084052
US	restaurants-fast-food	0.651744683867888	0.580898025928771	0.0	0.607441860465116	0.74	1.0	0.604651162790698	0.651744683867888
US	retail-big-box	0.609964409112621	0.374538054386281	0.0	0.88	0.88	1.0	0.533724340175953	0.609964409112621
US	automotive-dealer	0.143532982254740	0.378364420198064	0.0	0.078610568494866	0.010909090909091	0.034632034632035	0.4	0.143532982254740
US	health-care-hospitals-&-facilities	0.514337954227633	0.473997352095822	0.0	0.71	0.426666666666667	0.523809523809524	0.530612244897959	0.514337954227633
US	health-care-physicians	0.184964943912249	0.993393330187577	0.0	0.23826	0.0075	0.071428571428571	0.0	0.184964943912249
GB	hospitality-&-travel-hotel-&-motel	0.145608863636364	0.5	0.0	0.08	0.006818181818182	0.0	1.0	0.145608863636364
US	health-care-dentists	0.440201861675325	0.637321583593957	0.0	0.377619047619048	0.205	0.035714285714286	0.666666666666667	0.440201861675325
US	restaurants-fast-food	0.395346944532592	0.576547932567327	0.0	0.4	0.216666666666667	0.428571428571429	0.235294117647059	0.395346944532592
US	restaurants-fast-food	0.102600000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.102600000000000
US	technology-mobile-provider	0.196876960544790	0.387438021198765	0.0	0.5	0.06	0.107142857142857	0.142857142857143	0.196876960544790
US	health-care-physicians	0.201926957555513	1.0	0.0	0.02914248	0.012	0.035714285714286	0.0	0.201926957555513
US	pets-veterinarians	0.407636014364147	0.894529932622155	0.0	0.45	0.0875	0.178571428571429	0.636363636363636	0.407636014364147
US	health-care-hospitals-&-facilities	0.194032782862993	1.0	0.0	0.049049222222222	0.012	0.0	0.333333333333333	0.194032782862993
US	health-care-physicians	0.236633300855657	0.753547429319949	0.0	0.26	0.0225	0.142857142857143	0.058823529411765	0.236633300855657
US	health-care-hospitals-&-facilities	0.134368796182401	0.435079919256652	0.0	0.049512333333333	0.004666666666667	0.0	0.5	0.134368796182401
US	health-care-hospitals-&-facilities	0.229327646904177	0.484593551180387	0.0	0.45	0.05	0.047619047619048	0.6	0.229327646904177
US	automotive-dealer	0.375199093017572	0.465159075505966	0.0	0.156666666666667	0.156060606060606	0.753246753246753	0.311377245508982	0.375199093017572
US	restaurants-fast-food	0.285726022575664	0.152683640029847	0.0	0.445454545454546	0.425	0.321428571428572	0.342105263157895	0.285726022575664
US	health-care-senior-care	0.185863289329303	0.77430875408476	0.0	0.31552	0.018	0.107142857142857	0.6	0.185863289329303
US	health-care-physicians	0.203996281823977	0.395716216116539	0.0	0.54	0.06	0.25	0.428571428571429	0.203996281823977
US	health-care-physicians	0.342503655328985	0.894503848705651	0.0	0.42	0.06	0.285714285714286	0.111111111111111	0.342503655328985
US	health-care-physicians	0.393459615782313	0.676686021662686	0.0	0.156441057904438	0.19	0.571428571428571	0.1	0.393459615782313
US	health-care-health-care-other	0.189959608015362	0.695773453995436	0.0	0.39	0.02	0.142857142857143	0.333333333333333	0.189959608015362
US	health-care-physicians	0.069972952874009	0.166666666666667	0.0	0.15048120029589	0.02	0.178571428571429	1.0	0.069972952874009
US	financial-services-insurance	0.427582659248299	0.937988802473174	0.0	0.5	0.0875	0.071428571428571	0.4	0.427582659248299
US	restaurants-fast-food	0.145025681811408	0.478857617618733	0.0	0.4	0.006666666666667	0.017857142857143	0.333333333333333	0.145025681811408
US	automotive-rental	0.232986196320346	0.694271694214876	0.0	0.9	0.022	0.023809523809524	1.0	0.232986196320346
US	retail-department-stores	0.783303799467886	0.700781266961096	0.0	0.800884955752212	0.88	1.0	0.294117647058824	0.783303799467886
US	restaurants-fast-food	0.393767450620496	0.734880262792262	0.0	0.7	0.146666666666667	0.107142857142857	0.266666666666667	0.393767450620496
