country	industry	score	a_weighted_rating	a_visibility	a_spread	a_volume	a_time	a_length	a_score
US	automotive-parts	0.737205560335526	0.807440890869391	0.0	0.547619047619048	0.575	1.0	0.666666666666667	0.737205560335526
US	pets-pet-services	0.304255357142857	1.0	0.0	0.5	0.0375	0.142857142857143	0.0	0.304255357142857
US	retail-supermarkets	0.860491737141734	0.892352751536419	0.0	0.78	0.88	1.0	0.625730994152047	0.860491737141734
GB	beauty-hair-grooming	0.459003548517594	0.433036219697538	0.0	0.475454545454546	0.425	0.607142857142857	0.533333333333333	0.459003548517594
GB	restaurants-fine-dining	0.534089725486398	0.84178521956138	0.0	0.326382978723404	0.149146666666667	0.3125	0.414814814814815	0.534089725486398
US	beauty-skin-care	0.727511129329924	0.69697162913066	0.0	0.9	0.87	0.571428571428571	0.586956521739131	0.727511129329924
GB	health-care-health-care-other	0.624145055363265	0.844920878240475	0.0	0.17	0.17	1.0	0.751780264496439	0.624145055363265
US	automotive-rental	0.874485940825274	0.99276042345294	0.0	0.9	0.7	0.952380952380952	0.452380952380952	0.874485940825274
GB	health-care-dentists	0.778146191976076	0.952901054390614	0.0	0.66	0.66	0.571428571428571	0.272727272727273	0.778146191976076
US	financial-services-banks	0.644856006426198	0.927293599120521	0.0	0.602222222222222	0.225	0.178571428571429	0.791666666666667	0.644856006426198
ZA	hospitality-&-travel-activities	0.626734289641355	0.881191489534286	0.0	0.164814815	0.164814815	0.964285714285714	0.901639344262295	0.626734289641355
US	technology-mobile-provider	0.776249587891750	0.968949596280539	0.0	0.5	0.5	1.0	0.142857142857143	0.776249587891750
US	education-education-other	0.781432020917799	0.971976986420011	0.0	0.543478260869565	0.525	0.857142857142857	0.890909090909091	0.781432020917799
US	health-care-senior-care	0.774761297650247	0.930438902304104	0.0	0.659189189189189	0.645	0.571428571428571	0.775	0.774761297650247
US	automotive-repair-&-service	0.864858842869896	0.967869765433851	0.0	0.88	0.8	0.857142857142857	0.604651162790698	0.864858842869896
US	home-services-landscaping	0.131712006344655	0.079160414595606	0.0	0.38	0.02	0.035714285714286	1.0	0.131712006344655
US	automotive-dealer	0.867022077423397	0.923028389972131	0.0	0.756617647058824	0.912121212121212	0.904761904761905	0.607476635514019	0.867022077423397
GB	legal-legal-other	0.251568571428572	1.0	0.0	0.3	0.12	0.285714285714286	1.0	0.251568571428572
GB	uk-take-away-food-supplier	0.315151936754524	0.81891329313978	0.0	0.43	0.06	0.142857142857143	0.5	0.315151936754524
US	automotive-oem	0.729265507548568	0.87738495802382	0.0	0.297719928186715	0.57	1.0	0.836257309941521	0.729265507548568
US	health-care-health-care-other	0.689394802462675	0.924534258346243	0.0	0.33	0.3	0.857142857142857	0.142857142857143	0.689394802462675
US	beauty-skin-care	0.716526355650869	0.957617983947289	0.0	0.401276595744681	0.405	0.642857142857143	0.647058823529412	0.716526355650869
US	retail-big-box	0.652531173691806	0.474192959826903	0.0	0.88	0.88	0.892857142857143	0.636363636363636	0.652531173691806
GB	wedding-&-special-events-event-planners	0.100000000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.100000000000000
US	health-care-optometrist-&-opthamologist	0.538191806751021	0.453058048814617	0.0	0.48	0.48	1.0	0.460176991150443	0.538191806751021
US	retail-retail-clothing	0.666944239423866	0.702311966862224	0.0	0.88	0.5	0.571428571428571	0.685185185185185	0.666944239423866
US	health-care-health-care-other	0.695564031101795	0.995496726900326	0.0	0.37	0.325	0.321428571428572	0.722222222222222	0.695564031101795
US	pets-pet-services	0.641695554917706	0.936878683505522	0.0	0.52	0.245	0.25	0.625	0.641695554917706
US	real-estate-property-management	0.841613618407214	0.959182311618221	0.0	0.63	0.63	1.0	0.721804511278195	0.841613618407214
US	real-estate-real-estate-agency	0.735481955675352	1.0	0.0	0.52	0.445	0.404761904761905	0.358490566037736	0.735481955675352
US	financial-services-banks	0.850970391200864	0.905263593333637	0.0	0.76865671641791	0.88	1.0	0.474178403755869	0.850970391200864
US	restaurants-fine-dining	0.688571140759033	0.807472935025773	0.0	0.396344086021505	0.426666666666667	1.0	0.482573726541555	0.688571140759033
US	health-care-pediatricians	0.395088477179506	0.435412680496412	0.0	0.313333333333333	0.23	0.464285714285714	0.384615384615385	0.395088477179506
US	home-services-home-services-other	0.800314741923499	0.940370221612582	0.0	0.88	0.525	0.75	0.533333333333333	0.800314741923499
US	health-care-pediatricians	0.428776136718434	1.0	0.0	0.403926497562622	0.049	0.214285714285714	0.4	0.428776136718434
US	real-estate-real-estate-agency	0.761613642646760	0.827746274141816	0.0	0.468235294117647	0.83	1.0	0.809322033898305	0.761613642646760
US	home-services-home-services-other	0.795215439219083	0.989213330999193	0.0	0.570408163265306	0.575	0.964285714285714	0.543859649122807	0.795215439219083
US	financial-services-insurance	0.711074980322981	0.933512094426382	0.0	0.527027027027027	0.525	0.5	0.315789473684211	0.711074980322981
US	automotive-rental	0.889621433364676	0.90173228159196	0.0	0.919230769230769	0.95	1.0	0.652	0.889621433364676
US	technology-mobile-provider	0.785842963107808	0.994613795342811	0.0	0.5	0.5	1.0	0.101694915254237	0.785842963107808
US	entertainment-live-performance-&-sports	0.566544654930076	0.405779565476559	0.0	0.698936170212766	0.725	0.714285714285714	0.141772151898734	0.566544654930076
US	retail-department-stores	0.832629429063912	0.765003369971703	0.0	0.9	0.9	0.964285714285714	0.492063492063492	0.832629429063912
US	financial-services-banks	0.622925000000000	1.0	0.0	0.38	0.2	0.0	0.375	0.622925000000000
US	retail-department-stores	0.806985765092049	0.758673091181278	0.0	0.747272727272727	0.9	1.0	0.347107438016529	0.806985765092049
US	education-education-other	0.782509502436330	0.994562638596982	0.0	0.88	0.375	0.428571428571429	0.866666666666667	0.782509502436330
US	financial-services-accounting	0.402067797265625	1.0	0.0	0.2415625	0.0525	0.142857142857143	0.2	0.402067797265625
CA	pets-pet-services	0.388886573365008	0.727546699152923	0.0	0.65	0.0875	0.178571428571429	0.888888888888889	0.388886573365008
US	restaurants-carry-out	0.727912723775562	0.857895638437856	0.0	0.563157894736842	0.55	0.821428571428571	0.556701030927835	0.727912723775562
US	pets-veterinarians	0.778750327424886	0.955206811277338	0.0	0.486363636363636	0.5	1.0	0.621052631578947	0.778750327424886
GB	legal-legal-other	0.261331752238254	0.446135656023416	0.0	0.3	0.21	0.476190476190476	0.0	0.261331752238254
US	health-care-physicians	0.762959886781724	0.996676697986622	0.0	0.501966873619048	0.366847826	0.785714285714286	0.714285714285714	0.762959886781724
US	technology-mobile-provider	0.769133356528377	0.955712673850843	0.0	0.5	0.5	1.0	0.24390243902439	0.769133356528377
US	restaurants-carry-out	0.720361531579866	0.856527139790121	0.0	0.510526315789474	0.5	0.857142857142857	0.53	0.720361531579866
US	restaurants-fine-dining	0.672565030502450	0.872827054715909	0.0	0.394257425742574	0.37	0.580357142857143	0.787128712871287	0.672565030502450
US	financial-services-financial-services-other	0.614271928489601	0.72391096517152	0.0	0.55	0.325	0.5	0.555555555555556	0.614271928489601
GB	real-estate-real-estate-agency	0.704147812156240	0.986172484557031	0.0	0.31	0.31	0.857142857142857	0.351351351351351	0.704147812156240
US	home-services-interior-design	0.436295729987480	0.2495339241727	0.0	0.88	0.425	0.571428571428571	0.84375	0.436295729987480
US	beauty-beauty-other	0.753281550153062	0.9468136592045	0.0	0.571428571428571	0.575	0.464285714285714	0.726315789473684	0.753281550153062
GB	legal-legal-other	0.509197123045022	0.979710833812615	0.0	0.3	0.24	0.285714285714286	0.666666666666667	0.509197123045022
GB	automotive-tires	0.233573031469496	0.49848941704882	0.0	0.58	0.06	0.214285714285714	0.0	0.233573031469496
US	beauty-beauty-other	0.765506419333142	0.895920436587218	0.0	0.88	0.5	0.5	0.810810810810811	0.765506419333142
US	default-default	0.782271411508348	0.999966818160619	0.0	0.519108280254777	0.575	0.928571428571429	0.142857142857143	0.782271411508348
CA	automotive-oem	0.755979280435815	0.988981732945506	0.0	0.38	0.38	0.857142857142857	0.448979591836735	0.755979280435815
US	beauty-beauty-other	0.780503050736239	0.948091075695754	0.0	0.88	0.55	0.357142857142857	0.827586206896552	0.780503050736239
US	home-services-landscaping	0.735681104397066	0.993148556548477	0.0	0.5	0.5	0.321428571428572	0.818181818181818	0.735681104397066
US	home-services-home-services-other	0.858639336549917	0.999890633852821	0.0	0.712765957446809	0.75	0.785714285714286	0.792452830188679	0.858639336549917
CA	financial-services-financial-services-other	0.675157146124830	0.828349536957056	0.0	0.45	0.45	0.535714285714286	0.444444444444444	0.675157146124830
US	retail-retail-other	0.787124462289855	0.813631953255203	0.0	0.683571428571429	0.805	1.0	0.613636363636364	0.787124462289855
US	technology-technology-other	0.459517100750288	0.442615074417497	0.0	0.5	0.325	0.642857142857143	0.0	0.459517100750288
US	automotive-parts	0.743041790631362	0.657309253512461	0.0	0.788461538461538	0.875	1.0	0.584615384615385	0.743041790631362
US	technology-technology-other	0.798050000000000	1.0	0.0	0.5	0.475	1.0	0.473684210526316	0.798050000000000
US	health-care-optometrist-&-opthamologist	0.547165036537624	0.438414360280865	0.0	0.54	0.54	1.0	0.568	0.547165036537624
US	health-care-plastic-&-cosmetic-surgeons	0.630175194203254	0.928261064236697	0.0	0.390909090909091	0.245	0.25	0.636363636363636	0.630175194203254
US	restaurants-fast-food	0.776417612064396	0.812655958966486	0.0	0.559644128113879	0.86	1.0	0.448398576512456	0.776417612064396
US	health-care-pediatricians	0.543702047735348	0.6430499687962	0.0	0.37	0.3	0.821428571428571	0.382352941176471	0.543702047735348
US	entertainment-live-performance-&-sports	0.502201440017175	0.392879963801423	0.0	0.446825396825397	0.675	0.892857142857143	0.256880733944954	0.502201440017175
US	health-care-health-care-other	0.658039673686023	0.972730191809745	0.0	0.252631578947368	0.225	0.428571428571429	0.473684210526316	0.658039673686023
US	entertainment-live-performance-&-sports	0.497907983524151	0.352003362133982	0.0	0.408974358974359	0.755	1.0	0.277904328018223	0.497907983524151
US	entertainment-museums-and-parks	0.577202596225458	0.473990741890074	0.0	0.537942134128834	0.715185185	1.0	0.614730878186969	0.577202596225458
US	restaurants-carry-out	0.712579252336236	0.78277468773792	0.0	0.566410256410256	0.56	0.964285714285714	0.556818181818182	0.712579252336236
US	home-services-cleaning	0.657020481680106	0.840769042625419	0.0	0.665714285714286	0.35	0.357142857142857	0.666666666666667	0.657020481680106
US	home-services-interior-design	0.648042070266122	0.747372084004449	0.0	0.38	0.38	1.0	0.935483870967742	0.648042070266122
US	home-services-general-contracting	0.517368191330649	0.489251963809408	0.0	0.93	0.175	0.428571428571429	0.517241379310345	0.517368191330649
US	real-estate-real-estate-other	0.529300870648564	0.590774371585991	0.0	0.93	0.2	0.285714285714286	0.5	0.529300870648564
US	home-services-moving-&-storage	0.901604012139388	0.948063482036719	0.0	0.874084507042254	0.885	1.0	0.71264367816092	0.901604012139388
US	health-care-health-care-other	0.616504392660743	0.91888033134227	0.0	0.250909090909091	0.185	0.642857142857143	0.30952380952381	0.616504392660743
US	automotive-rental	0.877415947139423	0.883908365547224	0.0	0.900618556701031	0.95	1.0	0.645161290322581	0.877415947139423
US	automotive-parts	0.736607185459771	0.929932163118073	0.0	0.38	0.38	1.0	0.702127659574468	0.736607185459771
US	technology-mobile-provider	0.779689911485627	0.992809755454074	0.0	0.5	0.5	1.0	0.080808080808081	0.779689911485627
US	pets-veterinarians	0.772528147263537	0.854802492644396	0.0	0.552040816326531	0.7	1.0	0.651282051282051	0.772528147263537
GB	uk-take-away-food-supplier	0.483072754084553	0.429434192009291	0.0	0.43	0.43	1.0	0.48421052631579	0.483072754084553
US	health-care-home-care	0.578647873221398	0.938233136444412	0.0	0.24	0.24	0.0	0.545454545454545	0.578647873221398
US	retail-retail-clothing	0.719468820207943	0.725523848891126	0.0	0.694285714285714	0.655	1.0	0.674698795180723	0.719468820207943
US	beauty-spa	0.703056041847956	0.838234407310095	0.0	0.57	0.47	0.857142857142857	0.379310344827586	0.703056041847956
CA	health-care-dentists	0.770537270166959	0.99339553379037	0.0	0.334745762711864	0.375	1.0	0.463768115942029	0.770537270166959
GB	hospitality-&-travel-hotel-&-motel	0.776523143808874	0.879402033169251	0.0	0.595395683453238	0.658181818181818	1.0	0.537678207739308	0.776523143808874
US	financial-services-accounting	0.447116753929140	1.0	0.0	0.045228625	0.045	0.035714285714286	0.0	0.447116753929140
US	restaurants-fast-food	0.778280163798718	0.86853347646559	0.0	0.535702479338843	0.77	1.0	0.462809917355372	0.778280163798718
